ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
5616,fashion_store,sales,low,short_week,main_street,evening,short_video,social_follow,product,established,malls
5617,gym,footfall,medium,mid_month,main_street,noon,static_image,purchase,service,established,streets
5618,education_center,product_launch,low,short_week,near_entertainment,noon,short_video,purchase,service,famous,malls
5619,clinic,awareness,medium,short_week,inside_mall,noon,short_video,store_visit,product,famous,malls
5620,gym,footfall,low,short_week,main_street,noon,short_video,purchase,service,established,streets
5621,restaurant,sales,medium,mid_month,inside_mall,noon,short_video,store_visit,product,established,entertainment_restaurants
5622,fashion_store,sales,medium,mid_month,near_entertainment,morning,static_image,store_visit,product,new,malls
5623,supermarket,sales,low,mid_month,near_entertainment,noon,short_video,website_visit,product,famous,entertainment_restaurants
5624,education_center,sales,low,mid_month,inside_mall,noon,static_image,store_visit,product,established,malls
5625,gym,footfall,high,mid_month,near_entertainment,evening,short_video,store_visit,product,new,entertainment_restaurants
5626,restaurant,product_launch,medium,long_2months,main_street,morning,coupon_offer,social_follow,service,established,malls
5627,supermarket,awareness,low,short_week,main_street,evening,short_video,website_visit,product,established,streets
5628,education_center,product_launch,low,mid_month,inside_mall,evening,short_video,store_visit,service,new,malls
5629,cafe,sales,low,long_2months,inside_mall,evening,static_image,website_visit,service,famous,entertainment_restaurants
5630,clinic,footfall,medium,mid_month,main_street,evening,short_video,purchase,service,new,streets
5631,restaurant,awareness,medium,long_2months,inside_mall,evening,short_video,website_visit,product,established,entertainment_restaurants
5632,supermarket,footfall,medium,mid_month,main_street,evening,short_video,store_visit,product,established,streets
5633,education_center,footfall,medium,short_week,main_street,morning,short_video,store_visit,service,new,streets
5634,electronics,awareness,medium,long_2months,main_street,noon,short_video,website_visit,service,new,streets
5635,restaurant,footfall,low,mid_month,main_street,morning,coupon_offer,store_visit,product,established,streets
5636,electronics,sales,medium,mid_month,main_street,morning,static_image,purchase,service,new,streets
5637,beauty_salon,footfall,medium,mid_month,near_entertainment,morning,coupon_offer,social_follow,product,new,entertainment_restaurants
5638,electronics,sales,medium,long_2months,main_street,morning,static_image,website_visit,product,famous,streets
5639,gaming_arcade,footfall,medium,long_2months,main_street,evening,short_video,store_visit,service,new,streets
5640,electronics,footfall,medium,short_week,near_entertainment,evening,static_image,store_visit,product,famous,malls
5641,supermarket,footfall,medium,mid_month,main_street,noon,short_video,website_visit,product,established,streets
5642,restaurant,footfall,low,long_2months,main_street,noon,coupon_offer,website_visit,product,established,streets
5643,beauty_salon,footfall,high,short_week,inside_mall,morning,short_video,purchase,product,famous,entertainment_restaurants
5644,education_center,product_launch,high,mid_month,main_street,evening,static_image,purchase,product,established,streets
5645,clinic,awareness,medium,short_week,main_street,morning,short_video,store_visit,product,established,malls
5646,restaurant,awareness,medium,long_2months,near_entertainment,noon,coupon_offer,store_visit,service,new,streets
5647,fashion_store,footfall,medium,long_2months,inside_mall,evening,short_video,store_visit,service,established,malls
5648,clinic,footfall,medium,mid_month,near_entertainment,morning,static_image,store_visit,product,established,streets
5649,restaurant,sales,low,short_week,near_entertainment,evening,short_video,purchase,product,new,entertainment_restaurants
5650,gaming_arcade,awareness,medium,mid_month,inside_mall,morning,short_video,website_visit,experience,new,streets
5651,electronics,awareness,medium,short_week,main_street,morning,short_video,purchase,service,established,streets
5652,supermarket,product_launch,medium,long_2months,inside_mall,evening,coupon_offer,social_follow,experience,famous,malls
5653,electronics,awareness,low,short_week,near_entertainment,noon,static_image,store_visit,experience,established,malls
5654,gaming_arcade,sales,medium,long_2months,main_street,noon,short_video,store_visit,experience,famous,malls
5655,fashion_store,product_launch,medium,long_2months,near_entertainment,evening,short_video,store_visit,product,famous,malls
5656,electronics,awareness,medium,long_2months,inside_mall,evening,short_video,store_visit,product,established,malls
5657,restaurant,sales,high,mid_month,inside_mall,noon,coupon_offer,social_follow,experience,new,malls
5658,beauty_salon,sales,low,short_week,inside_mall,evening,short_video,purchase,product,new,malls
5659,supermarket,sales,medium,short_week,inside_mall,noon,short_video,website_visit,service,new,malls
5660,fashion_store,awareness,medium,short_week,near_entertainment,evening,static_image,store_visit,product,famous,malls
5661,fashion_store,footfall,medium,mid_month,main_street,evening,static_image,purchase,product,established,streets
5662,gaming_arcade,footfall,low,mid_month,near_entertainment,evening,short_video,purchase,service,famous,malls
5663,supermarket,awareness,low,mid_month,main_street,evening,short_video,store_visit,product,new,streets
5664,electronics,sales,medium,mid_month,near_entertainment,noon,short_video,store_visit,product,established,entertainment_restaurants
5665,fashion_store,sales,low,mid_month,near_entertainment,noon,coupon_offer,store_visit,product,established,malls
5666,fashion_store,sales,low,mid_month,inside_mall,morning,static_image,store_visit,service,established,malls
5667,restaurant,footfall,low,mid_month,main_street,evening,short_video,store_visit,service,established,streets
5668,restaurant,awareness,medium,mid_month,main_street,morning,coupon_offer,social_follow,experience,established,streets
5669,restaurant,product_launch,high,mid_month,main_street,morning,static_image,store_visit,product,new,streets
5670,education_center,product_launch,medium,long_2months,near_entertainment,morning,short_video,purchase,service,famous,malls
5671,supermarket,sales,low,mid_month,inside_mall,evening,static_image,website_visit,service,established,malls
5672,restaurant,sales,low,short_week,inside_mall,noon,short_video,purchase,service,established,entertainment_restaurants
5673,clinic,footfall,high,mid_month,main_street,noon,short_video,website_visit,product,established,malls
5674,fashion_store,awareness,medium,short_week,main_street,evening,coupon_offer,social_follow,experience,new,malls
5675,restaurant,sales,medium,long_2months,near_entertainment,evening,static_image,website_visit,product,new,entertainment_restaurants
5676,electronics,awareness,high,mid_month,main_street,noon,short_video,website_visit,service,famous,streets
5677,cafe,sales,medium,long_2months,main_street,morning,short_video,store_visit,product,famous,malls
5678,electronics,sales,low,mid_month,near_entertainment,noon,static_image,social_follow,service,established,entertainment_restaurants
5679,clinic,awareness,medium,long_2months,near_entertainment,evening,short_video,purchase,service,established,entertainment_restaurants
5680,gaming_arcade,footfall,medium,mid_month,near_entertainment,evening,short_video,website_visit,experience,established,entertainment_restaurants
5681,restaurant,product_launch,low,long_2months,inside_mall,morning,static_image,purchase,product,new,streets
5682,clinic,sales,medium,mid_month,main_street,evening,short_video,purchase,product,famous,malls
5683,gym,awareness,high,short_week,main_street,evening,short_video,store_visit,product,new,streets
5684,clinic,footfall,medium,short_week,inside_mall,evening,static_image,purchase,experience,established,entertainment_restaurants
5685,fashion_store,footfall,medium,mid_month,main_street,morning,short_video,store_visit,experience,new,streets
5686,fashion_store,sales,medium,mid_month,main_street,evening,short_video,store_visit,product,famous,malls
5687,fashion_store,footfall,low,mid_month,near_entertainment,morning,static_image,store_visit,product,established,malls
5688,gym,awareness,high,mid_month,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
5689,gym,footfall,low,long_2months,main_street,morning,short_video,website_visit,experience,famous,streets
5690,fashion_store,sales,high,mid_month,near_entertainment,evening,static_image,social_follow,service,established,entertainment_restaurants
5691,restaurant,sales,medium,mid_month,near_entertainment,morning,short_video,store_visit,service,established,entertainment_restaurants
5692,restaurant,footfall,medium,short_week,inside_mall,evening,static_image,website_visit,product,new,entertainment_restaurants
5693,clinic,awareness,medium,long_2months,main_street,noon,short_video,store_visit,product,new,streets
5694,cafe,sales,medium,mid_month,inside_mall,evening,static_image,store_visit,product,new,entertainment_restaurants
5695,gym,sales,high,mid_month,near_entertainment,morning,static_image,purchase,product,established,streets
5696,fashion_store,awareness,medium,mid_month,inside_mall,morning,short_video,purchase,service,famous,malls
5697,education_center,sales,low,mid_month,inside_mall,evening,coupon_offer,store_visit,service,famous,malls
5698,fashion_store,footfall,medium,long_2months,near_entertainment,evening,coupon_offer,store_visit,service,established,malls
5699,electronics,product_launch,low,short_week,main_street,noon,short_video,store_visit,product,established,entertainment_restaurants
5700,clinic,footfall,low,mid_month,inside_mall,noon,static_image,website_visit,service,established,entertainment_restaurants
5701,gym,sales,medium,short_week,main_street,evening,coupon_offer,website_visit,service,famous,entertainment_restaurants
5702,supermarket,footfall,low,long_2months,inside_mall,morning,coupon_offer,store_visit,experience,established,malls
5703,education_center,sales,medium,short_week,main_street,evening,coupon_offer,purchase,service,new,malls
5704,clinic,awareness,low,long_2months,main_street,evening,short_video,store_visit,product,established,streets
5705,supermarket,sales,medium,mid_month,main_street,evening,short_video,purchase,service,new,malls
5706,fashion_store,awareness,medium,mid_month,main_street,noon,static_image,purchase,experience,new,streets
5707,beauty_salon,awareness,low,short_week,main_street,morning,static_image,website_visit,product,established,streets
5708,cafe,sales,low,short_week,near_entertainment,morning,short_video,store_visit,product,established,entertainment_restaurants
5709,cafe,footfall,low,mid_month,inside_mall,evening,short_video,social_follow,service,famous,entertainment_restaurants
5710,clinic,footfall,low,long_2months,inside_mall,noon,coupon_offer,purchase,product,new,streets
5711,gaming_arcade,sales,high,long_2months,near_entertainment,evening,short_video,social_follow,product,established,entertainment_restaurants
5712,gaming_arcade,footfall,medium,mid_month,inside_mall,evening,static_image,purchase,service,new,entertainment_restaurants
5713,fashion_store,sales,high,short_week,main_street,evening,coupon_offer,purchase,product,new,entertainment_restaurants
5714,beauty_salon,product_launch,medium,short_week,main_street,noon,coupon_offer,store_visit,experience,established,streets
5715,education_center,sales,medium,mid_month,inside_mall,noon,coupon_offer,purchase,service,famous,malls
5716,supermarket,footfall,medium,long_2months,main_street,evening,short_video,purchase,experience,new,streets
5717,clinic,product_launch,medium,short_week,inside_mall,morning,coupon_offer,purchase,service,new,entertainment_restaurants
5718,restaurant,sales,medium,short_week,main_street,evening,short_video,store_visit,experience,established,entertainment_restaurants
5719,electronics,footfall,medium,mid_month,main_street,evening,static_image,website_visit,product,new,malls
5720,restaurant,footfall,high,mid_month,main_street,morning,short_video,social_follow,product,new,streets
5721,electronics,product_launch,low,long_2months,near_entertainment,morning,coupon_offer,store_visit,product,new,malls
5722,fashion_store,footfall,medium,short_week,main_street,evening,coupon_offer,purchase,product,established,streets
5723,clinic,sales,medium,mid_month,main_street,evening,short_video,website_visit,experience,established,streets
5724,fashion_store,sales,high,mid_month,near_entertainment,morning,coupon_offer,store_visit,product,established,malls
5725,cafe,sales,medium,long_2months,main_street,evening,short_video,store_visit,experience,established,streets
5726,clinic,sales,low,short_week,near_entertainment,evening,static_image,store_visit,service,famous,malls
5727,clinic,sales,medium,mid_month,near_entertainment,morning,coupon_offer,store_visit,product,new,malls
5728,cafe,product_launch,low,mid_month,near_entertainment,evening,coupon_offer,store_visit,product,established,entertainment_restaurants
5729,clinic,footfall,high,mid_month,near_entertainment,noon,static_image,website_visit,product,famous,entertainment_restaurants
5730,fashion_store,sales,low,short_week,near_entertainment,noon,coupon_offer,website_visit,service,new,malls
5731,restaurant,sales,medium,mid_month,inside_mall,evening,short_video,store_visit,experience,established,entertainment_restaurants
5732,cafe,sales,medium,short_week,near_entertainment,morning,short_video,store_visit,product,established,entertainment_restaurants
5733,fashion_store,sales,low,long_2months,inside_mall,evening,short_video,store_visit,service,new,malls
5734,cafe,sales,medium,short_week,inside_mall,morning,static_image,social_follow,product,established,malls
5735,fashion_store,footfall,low,long_2months,main_street,noon,short_video,store_visit,product,established,streets
5736,restaurant,sales,medium,short_week,main_street,noon,short_video,store_visit,product,established,entertainment_restaurants
5737,gym,awareness,medium,long_2months,main_street,noon,short_video,store_visit,product,famous,malls
5738,electronics,sales,medium,long_2months,main_street,evening,short_video,store_visit,product,established,malls
5739,clinic,product_launch,medium,short_week,main_street,noon,static_image,store_visit,product,new,streets
5740,gym,footfall,medium,short_week,near_entertainment,noon,coupon_offer,store_visit,product,established,entertainment_restaurants
5741,cafe,awareness,low,short_week,main_street,noon,short_video,store_visit,service,established,entertainment_restaurants
5742,clinic,sales,low,short_week,near_entertainment,evening,short_video,store_visit,product,new,entertainment_restaurants
5743,beauty_salon,sales,medium,long_2months,main_street,evening,coupon_offer,website_visit,service,new,malls
5744,electronics,awareness,low,mid_month,main_street,evening,coupon_offer,store_visit,service,established,streets
5745,restaurant,awareness,high,short_week,inside_mall,noon,short_video,purchase,experience,famous,malls
5746,supermarket,footfall,high,long_2months,near_entertainment,evening,static_image,store_visit,experience,established,entertainment_restaurants
5747,supermarket,sales,low,mid_month,main_street,noon,coupon_offer,store_visit,product,established,malls
5748,restaurant,footfall,low,short_week,main_street,evening,coupon_offer,purchase,product,established,streets
5749,beauty_salon,sales,medium,short_week,near_entertainment,evening,coupon_offer,purchase,product,famous,malls
5750,fashion_store,product_launch,low,long_2months,main_street,evening,short_video,store_visit,experience,established,malls
5751,education_center,sales,medium,mid_month,inside_mall,evening,short_video,store_visit,experience,established,entertainment_restaurants
5752,electronics,footfall,low,long_2months,inside_mall,noon,short_video,store_visit,service,established,malls
5753,beauty_salon,sales,medium,mid_month,inside_mall,morning,static_image,purchase,product,established,malls
5754,restaurant,awareness,medium,short_week,near_entertainment,morning,static_image,store_visit,product,famous,malls
5755,restaurant,footfall,medium,mid_month,main_street,morning,short_video,website_visit,product,established,streets
5756,beauty_salon,sales,low,mid_month,main_street,evening,coupon_offer,website_visit,product,new,malls
5757,electronics,footfall,low,mid_month,main_street,noon,short_video,purchase,product,established,streets
5758,beauty_salon,product_launch,medium,mid_month,main_street,evening,short_video,store_visit,product,established,malls
5759,clinic,product_launch,medium,mid_month,inside_mall,noon,short_video,website_visit,product,established,entertainment_restaurants
5760,fashion_store,sales,medium,mid_month,main_street,evening,short_video,website_visit,service,new,malls
5761,fashion_store,awareness,low,mid_month,main_street,evening,coupon_offer,purchase,service,new,entertainment_restaurants
5762,fashion_store,awareness,medium,short_week,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
5763,restaurant,sales,high,mid_month,inside_mall,noon,coupon_offer,purchase,product,established,malls
5764,electronics,sales,medium,long_2months,inside_mall,morning,coupon_offer,website_visit,experience,famous,malls
5765,beauty_salon,sales,medium,long_2months,main_street,morning,short_video,store_visit,service,established,entertainment_restaurants
5766,electronics,awareness,medium,short_week,near_entertainment,noon,short_video,purchase,product,new,entertainment_restaurants
5767,gym,awareness,low,long_2months,main_street,noon,short_video,purchase,service,established,streets
5768,education_center,sales,high,mid_month,main_street,noon,static_image,purchase,product,famous,malls
5769,restaurant,awareness,low,mid_month,near_entertainment,evening,short_video,store_visit,service,established,entertainment_restaurants
5770,electronics,sales,medium,short_week,near_entertainment,evening,static_image,purchase,product,established,malls
5771,clinic,footfall,low,long_2months,near_entertainment,evening,static_image,store_visit,experience,new,entertainment_restaurants
5772,restaurant,footfall,low,mid_month,main_street,evening,short_video,purchase,product,famous,malls
5773,beauty_salon,sales,medium,short_week,inside_mall,morning,short_video,purchase,product,established,entertainment_restaurants
5774,restaurant,footfall,medium,short_week,inside_mall,noon,short_video,social_follow,product,new,entertainment_restaurants
5775,supermarket,footfall,high,long_2months,main_street,evening,coupon_offer,store_visit,service,famous,malls
5776,cafe,awareness,high,short_week,main_street,evening,short_video,website_visit,service,established,streets
5777,gym,sales,medium,short_week,main_street,noon,coupon_offer,purchase,product,established,malls
5778,restaurant,sales,high,mid_month,near_entertainment,evening,short_video,purchase,service,established,entertainment_restaurants
5779,fashion_store,awareness,low,short_week,near_entertainment,evening,static_image,store_visit,experience,famous,malls
5780,supermarket,sales,medium,mid_month,main_street,noon,coupon_offer,store_visit,service,established,malls
5781,restaurant,sales,medium,short_week,inside_mall,evening,static_image,store_visit,product,established,entertainment_restaurants
5782,fashion_store,awareness,medium,long_2months,main_street,noon,short_video,website_visit,product,established,entertainment_restaurants
5783,beauty_salon,sales,high,short_week,inside_mall,noon,short_video,store_visit,service,new,malls
5784,restaurant,sales,high,long_2months,inside_mall,evening,short_video,store_visit,service,established,entertainment_restaurants
5785,supermarket,sales,low,short_week,main_street,evening,short_video,purchase,product,new,entertainment_restaurants
5786,electronics,awareness,high,long_2months,inside_mall,morning,coupon_offer,purchase,service,famous,malls
5787,restaurant,footfall,high,short_week,inside_mall,morning,static_image,store_visit,product,new,entertainment_restaurants
5788,electronics,awareness,medium,short_week,inside_mall,evening,short_video,store_visit,service,established,malls
5789,beauty_salon,footfall,low,short_week,inside_mall,morning,static_image,social_follow,product,famous,malls
5790,restaurant,product_launch,high,short_week,inside_mall,morning,static_image,purchase,product,established,malls
5791,restaurant,footfall,high,mid_month,near_entertainment,evening,static_image,website_visit,product,established,entertainment_restaurants
5792,restaurant,awareness,medium,long_2months,main_street,noon,short_video,store_visit,product,new,streets
5793,fashion_store,awareness,low,mid_month,inside_mall,noon,static_image,purchase,product,new,malls
5794,gym,footfall,low,long_2months,near_entertainment,morning,coupon_offer,website_visit,product,established,entertainment_restaurants
5795,education_center,footfall,medium,short_week,inside_mall,morning,short_video,purchase,product,established,malls
5796,fashion_store,sales,medium,mid_month,inside_mall,evening,coupon_offer,social_follow,product,new,malls
5797,fashion_store,footfall,low,short_week,main_street,evening,coupon_offer,purchase,experience,established,streets
5798,electronics,awareness,medium,short_week,near_entertainment,evening,coupon_offer,purchase,product,established,malls
5799,fashion_store,awareness,low,mid_month,near_entertainment,noon,short_video,store_visit,experience,established,entertainment_restaurants
5800,electronics,sales,medium,long_2months,near_entertainment,evening,coupon_offer,website_visit,product,established,malls
5801,electronics,sales,low,mid_month,inside_mall,morning,static_image,social_follow,service,new,malls
5802,gym,sales,medium,long_2months,near_entertainment,morning,coupon_offer,purchase,service,established,malls
5803,clinic,footfall,medium,short_week,main_street,noon,short_video,purchase,experience,famous,malls
5804,restaurant,footfall,medium,mid_month,inside_mall,evening,short_video,purchase,product,new,malls
5805,clinic,product_launch,low,mid_month,main_street,evening,short_video,store_visit,product,famous,malls
5806,supermarket,awareness,medium,short_week,near_entertainment,noon,short_video,website_visit,experience,famous,entertainment_restaurants
5807,fashion_store,footfall,medium,short_week,inside_mall,evening,short_video,purchase,service,established,malls
5808,electronics,sales,medium,long_2months,main_street,morning,coupon_offer,purchase,product,established,malls
5809,gaming_arcade,sales,low,mid_month,inside_mall,noon,static_image,store_visit,experience,new,streets
5810,gaming_arcade,awareness,medium,long_2months,main_street,morning,short_video,purchase,product,new,streets
5811,cafe,product_launch,low,mid_month,main_street,morning,static_image,store_visit,product,established,streets
5812,gaming_arcade,product_launch,medium,mid_month,main_street,morning,short_video,purchase,service,established,streets
5813,clinic,product_launch,medium,mid_month,inside_mall,evening,short_video,store_visit,product,established,streets
5814,electronics,awareness,low,mid_month,near_entertainment,morning,short_video,store_visit,service,new,entertainment_restaurants
5815,cafe,sales,high,short_week,main_street,morning,coupon_offer,store_visit,product,established,malls
5816,gym,awareness,medium,mid_month,near_entertainment,evening,static_image,store_visit,experience,new,streets
5817,electronics,footfall,low,mid_month,inside_mall,evening,static_image,purchase,service,established,malls
5818,gaming_arcade,footfall,medium,short_week,main_street,morning,coupon_offer,store_visit,product,established,streets
5819,fashion_store,awareness,high,mid_month,inside_mall,noon,short_video,website_visit,product,established,streets
5820,electronics,footfall,high,long_2months,main_street,evening,short_video,store_visit,product,established,streets
5821,cafe,footfall,medium,mid_month,main_street,morning,short_video,store_visit,product,new,streets
5822,restaurant,product_launch,medium,short_week,inside_mall,morning,coupon_offer,purchase,service,established,streets
5823,beauty_salon,awareness,low,short_week,inside_mall,morning,static_image,social_follow,experience,new,malls
5824,beauty_salon,sales,medium,short_week,main_street,morning,short_video,store_visit,product,established,entertainment_restaurants
5825,clinic,awareness,medium,mid_month,inside_mall,noon,static_image,store_visit,service,established,streets
5826,electronics,awareness,low,mid_month,inside_mall,noon,static_image,store_visit,service,new,malls
5827,education_center,product_launch,low,short_week,near_entertainment,morning,coupon_offer,store_visit,product,established,streets
5828,beauty_salon,footfall,high,short_week,main_street,morning,short_video,purchase,service,established,streets
5829,fashion_store,sales,high,mid_month,inside_mall,noon,static_image,store_visit,service,famous,malls
5830,supermarket,awareness,medium,short_week,main_street,evening,short_video,purchase,service,established,streets
5831,electronics,sales,high,mid_month,main_street,evening,short_video,store_visit,product,famous,malls
5832,education_center,sales,high,short_week,main_street,morning,coupon_offer,purchase,product,new,malls
5833,restaurant,awareness,low,mid_month,inside_mall,morning,static_image,purchase,product,established,malls
5834,beauty_salon,awareness,high,mid_month,main_street,noon,coupon_offer,store_visit,experience,established,entertainment_restaurants
5835,clinic,footfall,medium,short_week,near_entertainment,morning,static_image,social_follow,product,new,entertainment_restaurants
5836,fashion_store,sales,low,mid_month,near_entertainment,morning,static_image,purchase,product,established,malls
5837,fashion_store,sales,low,short_week,near_entertainment,evening,short_video,purchase,product,famous,malls
5838,electronics,product_launch,low,long_2months,inside_mall,morning,short_video,store_visit,product,established,malls
5839,gym,awareness,medium,long_2months,main_street,evening,coupon_offer,store_visit,product,established,streets
5840,clinic,sales,medium,short_week,inside_mall,evening,static_image,social_follow,product,established,entertainment_restaurants
5841,electronics,footfall,medium,mid_month,near_entertainment,evening,coupon_offer,purchase,product,established,malls
5842,electronics,footfall,medium,short_week,inside_mall,evening,static_image,website_visit,product,established,entertainment_restaurants
5843,fashion_store,sales,medium,short_week,near_entertainment,morning,static_image,social_follow,experience,famous,entertainment_restaurants
5844,electronics,sales,low,mid_month,main_street,evening,static_image,website_visit,product,new,malls
5845,education_center,footfall,high,mid_month,main_street,morning,short_video,website_visit,experience,established,streets
5846,fashion_store,sales,medium,mid_month,near_entertainment,morning,static_image,store_visit,service,new,malls
5847,restaurant,awareness,medium,short_week,inside_mall,evening,short_video,purchase,product,new,entertainment_restaurants
5848,electronics,awareness,low,short_week,inside_mall,evening,short_video,social_follow,experience,famous,malls
5849,electronics,awareness,low,mid_month,near_entertainment,noon,short_video,store_visit,product,new,entertainment_restaurants
5850,clinic,footfall,high,long_2months,inside_mall,morning,coupon_offer,store_visit,product,famous,malls
5851,cafe,sales,medium,short_week,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
5852,gym,sales,medium,short_week,inside_mall,evening,short_video,purchase,experience,new,malls
5853,supermarket,awareness,medium,long_2months,main_street,noon,short_video,store_visit,service,established,entertainment_restaurants
5854,restaurant,footfall,medium,short_week,near_entertainment,noon,coupon_offer,purchase,product,established,entertainment_restaurants
5855,electronics,awareness,medium,short_week,inside_mall,noon,short_video,purchase,product,famous,malls
5856,restaurant,footfall,low,long_2months,near_entertainment,noon,coupon_offer,website_visit,service,new,entertainment_restaurants
5857,gaming_arcade,sales,medium,mid_month,main_street,evening,short_video,store_visit,experience,established,entertainment_restaurants
5858,fashion_store,awareness,medium,short_week,inside_mall,evening,short_video,website_visit,product,established,malls
5859,gym,footfall,medium,short_week,inside_mall,evening,coupon_offer,store_visit,product,famous,malls
5860,clinic,sales,low,mid_month,main_street,noon,static_image,store_visit,service,new,streets
5861,gaming_arcade,product_launch,medium,long_2months,main_street,evening,coupon_offer,website_visit,product,new,entertainment_restaurants
5862,clinic,sales,medium,short_week,inside_mall,morning,short_video,store_visit,product,new,streets
5863,fashion_store,footfall,low,short_week,main_street,evening,static_image,website_visit,product,established,streets
5864,restaurant,awareness,medium,short_week,inside_mall,noon,short_video,website_visit,product,new,streets
5865,gym,sales,high,mid_month,inside_mall,evening,short_video,social_follow,service,established,malls
5866,gaming_arcade,awareness,medium,short_week,main_street,morning,static_image,store_visit,product,established,streets
5867,clinic,product_launch,medium,short_week,inside_mall,morning,short_video,store_visit,service,famous,malls
5868,restaurant,awareness,medium,short_week,inside_mall,evening,short_video,website_visit,product,new,streets
5869,education_center,sales,high,long_2months,main_street,morning,static_image,purchase,product,famous,malls
5870,education_center,sales,medium,mid_month,main_street,morning,static_image,store_visit,service,established,streets
5871,restaurant,footfall,medium,short_week,near_entertainment,noon,short_video,website_visit,product,new,streets
5872,gaming_arcade,awareness,low,short_week,main_street,noon,static_image,website_visit,product,established,streets
5873,gaming_arcade,sales,medium,mid_month,main_street,evening,coupon_offer,store_visit,product,established,malls
5874,fashion_store,awareness,medium,long_2months,main_street,morning,coupon_offer,purchase,experience,famous,malls
5875,gym,footfall,medium,long_2months,inside_mall,noon,short_video,purchase,product,famous,malls
5876,restaurant,awareness,medium,mid_month,main_street,morning,short_video,store_visit,product,established,streets
5877,clinic,sales,medium,short_week,inside_mall,morning,static_image,store_visit,service,established,streets
5878,cafe,sales,low,short_week,main_street,morning,coupon_offer,website_visit,experience,famous,malls
5879,fashion_store,awareness,high,short_week,inside_mall,noon,coupon_offer,store_visit,service,established,malls
5880,fashion_store,sales,low,short_week,near_entertainment,morning,static_image,store_visit,experience,new,malls
5881,fashion_store,awareness,medium,mid_month,near_entertainment,evening,static_image,store_visit,product,established,malls
5882,education_center,awareness,medium,mid_month,inside_mall,morning,short_video,purchase,product,new,streets
5883,restaurant,awareness,medium,mid_month,main_street,evening,short_video,website_visit,service,established,streets
5884,cafe,sales,low,short_week,near_entertainment,evening,coupon_offer,website_visit,product,new,entertainment_restaurants
5885,electronics,footfall,low,mid_month,inside_mall,noon,short_video,store_visit,service,established,malls
5886,clinic,footfall,low,mid_month,inside_mall,evening,static_image,store_visit,experience,new,malls
5887,electronics,product_launch,medium,short_week,main_street,noon,static_image,store_visit,product,established,streets
5888,supermarket,sales,low,mid_month,inside_mall,evening,short_video,store_visit,experience,famous,malls
5889,electronics,sales,low,mid_month,inside_mall,noon,short_video,social_follow,service,famous,malls
5890,clinic,sales,medium,mid_month,inside_mall,noon,short_video,website_visit,service,established,entertainment_restaurants
5891,restaurant,footfall,high,long_2months,inside_mall,noon,short_video,store_visit,product,established,entertainment_restaurants
5892,gaming_arcade,sales,medium,mid_month,main_street,evening,coupon_offer,store_visit,product,new,malls
5893,restaurant,sales,medium,short_week,near_entertainment,evening,short_video,website_visit,service,new,entertainment_restaurants
5894,clinic,footfall,medium,mid_month,main_street,evening,coupon_offer,website_visit,product,established,streets
5895,clinic,sales,medium,short_week,near_entertainment,noon,static_image,purchase,product,established,malls
5896,supermarket,sales,medium,mid_month,main_street,evening,coupon_offer,purchase,experience,famous,malls
5897,restaurant,sales,low,short_week,inside_mall,evening,static_image,purchase,experience,new,malls
5898,supermarket,sales,medium,short_week,near_entertainment,noon,static_image,website_visit,product,established,entertainment_restaurants
5899,fashion_store,sales,high,short_week,near_entertainment,evening,short_video,store_visit,service,established,entertainment_restaurants
5900,restaurant,sales,high,long_2months,inside_mall,evening,static_image,purchase,experience,famous,malls
5901,education_center,footfall,high,mid_month,inside_mall,noon,short_video,store_visit,service,new,malls
5902,gym,footfall,medium,short_week,main_street,evening,static_image,social_follow,product,established,streets
5903,cafe,sales,medium,short_week,main_street,evening,short_video,store_visit,product,new,entertainment_restaurants
5904,gaming_arcade,sales,medium,short_week,main_street,morning,static_image,store_visit,product,famous,malls
5905,fashion_store,sales,low,mid_month,inside_mall,evening,short_video,purchase,product,established,malls
5906,clinic,awareness,medium,long_2months,inside_mall,morning,short_video,purchase,product,established,streets
5907,cafe,product_launch,medium,short_week,main_street,evening,short_video,purchase,service,new,entertainment_restaurants
5908,gym,awareness,medium,mid_month,near_entertainment,evening,static_image,store_visit,product,established,streets
5909,cafe,sales,low,short_week,main_street,noon,short_video,social_follow,product,established,entertainment_restaurants
5910,electronics,awareness,medium,mid_month,inside_mall,morning,static_image,store_visit,service,new,entertainment_restaurants
5911,electronics,sales,low,long_2months,near_entertainment,noon,coupon_offer,purchase,product,new,malls
5912,cafe,product_launch,low,long_2months,main_street,evening,short_video,purchase,product,famous,malls
5913,supermarket,product_launch,medium,long_2months,main_street,morning,static_image,store_visit,experience,new,streets
5914,supermarket,footfall,medium,short_week,main_street,evening,short_video,purchase,product,new,streets
5915,beauty_salon,awareness,medium,mid_month,near_entertainment,noon,static_image,store_visit,service,new,streets
5916,restaurant,sales,high,long_2months,main_street,evening,static_image,store_visit,service,famous,malls
5917,beauty_salon,footfall,low,mid_month,inside_mall,evening,short_video,website_visit,product,established,malls
5918,education_center,sales,medium,mid_month,inside_mall,noon,coupon_offer,purchase,product,established,malls
